 ,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
13/01/2023,KIAN Nº 1278071 6/6,FM,"R$ 1.691,86",,,,,
14/01/2023,CAGEPA TORRE,ML,"R$ 176,48",,,,,
14/01/2023,CAGEPA MANAIRA,FM,"R$ 160,00",,,,,
15/01/2023,GONDIM - LIMPEZA DE SERVIÇO,FM,"R$ 70,00",,,,,
15/01/2023,VIVO FIXO,FM,"R$ 250,00",,,,,
15/01/2023,ITAU D.ROSA,PESSOAL,"R$ 910,30",,,,,
16/01/2023,MARAJA 438561,FM,"R$ 153,55",,,,,
16/01/2023,ENERGIA TORRE,ML,"R$ 88,25",,,,,
16/01/2023,MARTINS Nº 3.821.426 5/5,FM,"R$ 851,31",,,,,
16/01/2023,SEGURO STRADA 3/5,FM,"R$ 412,58",,,,,
16/01/2023,DAR,FM,"R$ 1.042,33",,,,,
16/01/2023,DAR,ML,"R$ 769,84",,,,,
,,,,,,,,
,,,"R$ 15.433,91",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
13/01/2023,RESCISAO TABATHA,ML,"R$ 3.639,04",,,,,
15/01/2023,BANCO DO NORDESTE 25/57,FM,"R$ 973,37",,,,,
16/01/2023,DAR,FM,"R$ 7.504,85",,,,,
16/01/2023,DAR,ML,"R$ 5.609,68",,,,,
,,,,,,,,
,,,"R$ 17.726,94",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
13/01/2023,RESCISAO TABATHA,ML,"R$ 3.639,04",,,,,
13/01/2023,FGTS - RESCISAO TABATHA ,ML,"R$ 2.898,52",,,,,
13/01/2023,EMPRESTIMO SICREDI 14/44,FM,"R$ 3.272,72",,,,,
13/01/2023,TRANSFERENCIA P/ SR FERNANDO ,PESSOAL,"R$ 29.500,00",,,,,
13/01/2023,PASSAGEM E ALMOÇO FUNCIONARIOS,FM/ML,"R$ 907,80",,,,,
14/01/2023,SORTE LUZ 39396 1/3,FM,"R$ 1.502,39",,,,,
15/01/2023,MP COMERCIO 2/6,FM,"R$ 1.378,74",,,,,
15/01/2023,BANCO DO NORDESTE 25/57,FM,"R$ 973,37",,,,,
,,,,,,,,
,,,"R$ 44.072,58",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
15/01/2023,CONDOMINIO PRISCYLLA ,PESSOAL,"R$ 1.093,10",,,,,
15/01/2023,NET FERNANDINHO,PESSOAL,"R$ 112,31",,,,,
15/01/2023,DIVULGAÇÃO NO INSTAGRAM ,ML,"R$ 200,00",,,,,
15/01/2023,BANCO DO NORDESTE 25/57,FM,"R$ 1.200,00",,,,,
16/01/2023,DAR,FM,"R$ 7.504,85",,,,,
16/01/2023,DAR,ML,"R$ 5.609,68",,,,,
,,,,,,,,
,,,"R$ 15.719,94",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
18/01/2023,PORTO LED 1101 3/3,FM,"R$ 808,67",,,,,
19/01/2022,PLUZIE 3/3,ML,"R$ 1.136,91",,,,,
20/01/2023,CAGEPA MANAIRA,FM,"R$ 149,26",,,,,
,,,,,,,,
20/01/2023,EMBULED 11.783 - 2/4,ML,"R$ 3.351,92",,,,,
20/01/2023,NEOTRON IMPOLUZ 24264 04/08,FM,"R$ 1.581,34",,,,,
20/01/2023,COMPLEMENTO SALARIO TABATHA ,FM,"R$ 1.000,00",,,,,
20/01/2023,CONDOMINIO BANANEIRAS,PESSOAL,"R$ 320,00",,,,,
20/01/2023,CARTÃO HAIRTON CONFRA ,PESSOAL,"R$ 219,34",,,,,
20/01/2023,DANTAS 464005 02/03,FM,"R$ 384,29",,,,,
20/01/2023,RECEITA FEDERAL ,ML,"R$ 836,60",,,,,
20/01/2023,SORTE LUZMP. COMERCIO IMPORTAÇÃO 30633 ,FM,"R$ 908,26",,,,,
20/01/2023,SUPERMERCADO DA LIMPEZA 8986,FM,"R$ 369,94",,,,,
20/01/2023,DARF,ML,"R$ 28,67",,,,,
20/01/2023,DARF,FM,"R$ 19,00",,,,,
20/01/2023,RECEITA FEDERAL ,ML,"R$ 2.928,28",,,,,
21/01/2023,NEOTRON IMPOLUZ Nº 713 2/5,FM,"R$ 1.279,40",,,,,
21/01/2023,MARTINS 3.851.870 3/3,FM ,"R$ 189,90",,,,,
23/01/2023,SORTE LUZ MP. COMERCIO IMPORTAÇÃO 30633 ,FM,"R$ 181,76",,,,,
,,,,,,,,
,,,"R$ 15.693,54",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
17/01/2023,COMISSÃO VENDEDORES,FM/ML,"R$ 6.747,41",,,,,
17/01/2023,NEOTRON IMPOLUZ 24155 4/7,FM,"R$ 1.971,52",,,,,
17/01/2022,BRONZEART 4/6,FM,"R$ 607,50",,,,,
17/01/2023,PORTO LED 1130 2/3,FM,"R$ 572,30",,,,,
17/01/2023,MP (SORTE LUZ) 38216 6/7,FM,"R$ 585,15",,,,,
,,,,,,,,
,,,"R$ 10.483,88",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
20/01/2023,PASSAGEM E ALMOÇO FUNCIONÁRIOS ,FM/ML,"R$ 1.067,80",,,,,
20/01/2023,SAMUEL ,PESSOAL,"R$ 8.100,00",,,,,
20/01/2023,COMISSÃO ELETRICISTA,PESSOAL,"R$ 667,50",,,,,
20/01/2023,SIDNEY,PESSOAL,"R$ 293,47",,,,,
20/01/2023,HUGO PERFIL,PESSOAL,"R$ 4.750,00",,,,,
20/01/2023,HUGO PENDENCIA ,PESSOAL,"R$ 7.250,00",,,,,
20/01/2023,SIMPLES NACIONAL,FM,"R$ 14.395,52",,,,,
,,,,,,,,
,,,"R$ 36.524,29",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
24/01/2023,DANTAS 464808 3/5,FM,"R$ 792,48",,,,,
24/01/2023,CONTA AZUL,FM,"R$ 349,90",,,,,
24/01/2023,OESTE COMERCIO 1075 4/7,ML,"R$ 707,14",,,,,
24/01/2023,BRONZEARTE 56222 05/06,FM,"R$ 865,83",,,,,
24/01/2023,OESTE COMERCIO 1075 4/7,ML,"R$ 1.060,71",,,,,
25/01/2023,PBTEC,FM,"R$ 340,00",,,,,
25/01/2023,PBTEC,ML,"R$ 340,00",,,,,
25/01/2023,VIVO MOVEL,ML,"R$ 37,96",,,,,
26/01/2023,LUXMUNDO 24312 3/3,FM,"R$ 761,00",,,,,
26/01/2023,BLUMENAU 9/9,ML,"R$ 757,31",,,,,
29/01/2023,COMERCIO MARTINS 3/3,ML,"R$ 253,50",,,,,
30/01/2023,COMERCIO ELETRICA 122 3/7,ML,"R$ 565,71",,,,,
30/01/2023,PLANSERV ,ML,"R$ 307,00",,,,,
31/01/2022,BRONZEART 5/6,FM,"R$ 607,50",,,,,
,,,,,,,,
,,,,,,,,
,,,"R$ 7.746,04",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
30/01/2023,MARAJA ,ML,"R$ 610,87",,,,,
30/01/2023,IMPOLUZ  ,FM,"R$ 1.581,34",,,,,
28/01/2023,ARMARINHO BARTOLOMEU - 185121 1/5,FM,"R$ 1.140,93",,,,,
29/01/2023,ASTRA LED 1933 2/2,ML,"R$ 1.922,82",,,,,
29/01/2023,SORTE LUZ 39396 2/3,FM,"R$ 1.502,39",,,,,
30/01/2023,IMPOLUZ 24374 4/8,FM,"R$ 1.006,29",,,,,
30/01/2023,MP COMERCIO 39180 3/6,FM,"R$ 1.378,74",,,,,
30/01/2023,MONTREAL,PESSOAL,"R$ 619,36",,,,,
,,,,,,,,
,,,,,,,,
,,,"R$ 9.762,74",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
24/01/2023,EMBULED 11866 - 2/3,ML,"R$ 3.639,15",,,,,
24/01/2023,CONTA AZUL ,ML,"R$ 349,90",,,,,
24/01/2023,EMBULED 4/4,ML,"R$ 2.171,31",,,,,
24/01/2023,OESTE COMERCIO 1075 4/7,ML,"R$ 1.060,71",,,,,
24/01/2023,SORTE LUZ 38341 5/6,FM,"R$ 1.049,62",,,,,
24/01/2023,BRISANET,ML,"R$ 174,90",,,,,
28/01/2023,MEGA LUX 2/3,ML,"R$ 1.407,14",,,,,
30/01/2023,OESTE COMERCIO 122 3/7,ML,"R$ 834,29",,,,,
,,,,,,,,
,,,,,,,,
,,,"R$ 10.687,02",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
26/01/2023,EMPRESTIMO BB 31/66,FM,"R$ 4.655,09",,,,,
26/01/2023,BANCO NORDESTE TAXAS / JUROS,ML,"R$ 663,51",,,,,
26/01/2023,ENERGIA BANANEIRAS,PESSOAL,"R$ 133,72",,,,,
,,,,,,,,
,,,"R$ 5.452,32",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
28/01/2023,BANCO DO BRASIL ,PESSOAL ,"R$ 24,00",,,,,
28/01/2023,ENERGIA AV GOV,PESSOAL,,,,,,
28/01/2023,CONTA AZUL,FM,,,,,,
28/01/2023,CONTA AZUL,ML,,,,,,
28/01/2023,ARMARINHO BARTOLOMEU - 185121 1/5,FM,"R$ 1.140,93",,,,,
28/01/2023,MEGA LUX 2/3,ML,"R$ 1.407,14",,,,,
29/01/2023,ASTRA LED 1933 2/2,ML,"R$ 1.922,82",,,,,
29/01/2023,SORTE LUZ 39396 2/3,FM,"R$ 1.502,39",,,,,
29/01/2023,SEGURO CARRO,PESSOAL,,,,,,
30/01/2023,IMPOLUZ 24374 4/8,FM,"R$ 1.006,29",,,,,
30/01/2023,MP COMERCIO 39180 3/6,FM,"R$ 1.378,74",,,,,
30/01/2023,BRIZANET ,ML,"R$ 174,90",,,,,
30/01/2023,RG LED 268 CHEQUE,PESSOAL,"R$ 2.400,00",,,,,
30/01/2023,SEGURO TORRE,ML,,,,,,
30/01/2023,BRISANET ,ML,,,,,,
30/01/2023,OESTE COMERCIO 122 3/7,ML,"R$ 834,29",,,,,
30/01/2023,ENERGISA PRISCYLLA,PESSOAL ,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
31/01/2023,SIMPLES NACIONAL,FM,"R$ 414,83",,,,,
31/01/2023,SIMPLES NACIONAL,FM,"R$ 325,34",,,,,
31/01/2023,SIMPLES NACIONAL,ML,"R$ 188,64",,,,,
31/01/2023,SIMPLES NACIONAL,ML,"R$ 325,34",,,,,
31/01/2023,CEF  CHEQUE ESPECIAL,FM,"R$ 11.390,87",,,,,
31/01/2023,BRADESCO D.ROSA,,"R$ 5.000,00",,,,,
31/01/2023,COMISSÃO ARQUITETOS,ML,"R$ 640,50",,,,,
,,,,,,,,
,,,"R$ 18.285,52",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
01/02/2023,PLACA ENERGIA SOLAR Nº36529108 8/60,FM,"R$ 3.612,70",,,,,
01/02/2023,ALUGUEL TORRE,ML,"R$ 4.800,00",,,,,
01/02/2023,ALUGUEL MANAIRA,FM,"R$ 4.000,00",,,,,
01/02/2023,EMPRÉSTIMO SICREDI 11/42,ML,"R$ 2.190,47",,,,,
01/02/2023,MP (SORTE LUZ) 38216 7/7,FM,"R$ 585,15",,,,,
01/02/2023,IMPOLUZ 24155 5/7,FM,"R$ 1.971,52",,,,,
01/02/2023,MARAJA 446394,ML,"R$ 610,87",,,,,
01/02/2023,HAIRTON,PESSOAL,"R$ 136,46",,,,,
01/02/2023,MARAJA,FM,"R$ 235,70",,,,,
,,,,,,,,
,,,"R$ 18.142,87",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
03/02/23,MEGA LUX 2247 1/9,ML,"R$ 2.004,37",,,,,
04/02/23,AMIL,PESSOAL ,"R$ 3.869,33",,,,,
04/02/23,BOM SUCESSO Nº 185946 5/5,FM,"R$ 1.028,94",,,,,
05/02/2023,PASSAGEM SAO PAULO AVIÃO ,FM,"R$ 122,91",,,,,
05/02/2023,EDGAR CONTADOR,FM,"R$ 705,00",,,,,
05/02/2023,EDGAR CONTADOR,ML,"R$ 705,00",,,,,
05/02/2023,CARTÃO HAIRTON / PASSAGEM SAO PAULO   01/05,FM,"R$ 260,77",,,,,
05/02/2023,MERCADO LIVRE (CHIP 50W),FM,"R$ 343,92",,,,,
05/02/2023,CARTÃO HAIRTON - AMERICANAS BOMBOM PRA LOJA ,FM,"R$ 34,97",,,,,
05/02/2023,CARTÃO HAIRTON ( AR-CONDICIONADO PASSAT PRETO) 2/5,PESSOAL,"R$ 200,00",,,,,
05/02/2023,CARTÃO HARTON (SUPORTE P/ PAINEL) 1/3,FM,"R$ 48,33",,,,,
05/02/2023,CARTÃO HAIRTON ( PARAFUSO P/ ESTRUTURA GALPAO),FM,"R$ 186,00",,,,,
05/02/2023,CARTÃO HAIRTON ( CALHA GUALPAO),FM,"R$ 93,80",,,,,
05/02/2023,CARTÃO TABATHA  - REFLETOR RGB 100W C/ MEMORIA 4/5,FM,"R$ 258,70",,,,,
05/02/2023,CARTÃO TABATHA - TELHA LOJA MANAIRA 1/3,FM,"R$ 864,53",,,,,
05/02/2023,RIACHUELO D.ROSA,PESSOAL,"R$ 5,90",,,,,
05/02/2023,IMPOLUZ Nº 713 3/5,FM,"R$ 1.279,40",,,,,
05/02/2023,EMBULED 12325 1/4,ML,"R$ 1.445,17",,,,,
06/02/2023,ENERGIA APTO SR FERNANDO,PESSOAL,"R$ 206,24",,,,,
06/02/2023,EMPRESTIMO BANCO NORDESTE,FM,"R$ 2.000,00",,,,,
06/02/2023,MARAJA ,ML,"R$ 514,30",,,,,
06/02/2023,FOLHA FUNCIONARIOS ,FM/ML,"R$ 14.200,00",,,,,
07/02/2023,BRONZEARTE 56222 06/06,FM,"R$ 865,85",,,,,
,,,,,,,,
,,,"R$ 31.243,43",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
04/02/23,AMIL,PESSOAL ,"R$ 3.869,33",,,,,
04/02/23,BOM SUCESSO Nº 185946 5/5,FM,"R$ 1.028,94",,,,,
04/02/2023,NEOTRON IMPOLUZ 24264 05/08,FM,"R$ 1.581,34",,,,,
05/02/2023,RIACHUELO,PESSOAL,"R$ 5,90",,,,,
05/02/2023,CONTADOR EDGARD,FM,"R$ 705,00",,,,,
05/02/2023,CONTADOR EDGARD,ML,"R$ 705,00",,,,,
05/02/2023,CARTÃO HAIRTON PASSAGEM SAO PAULO AVIÃO ,FM,"R$ 122,91",,,,,
05/02/2023,CARTÃO HAIRTON / PASSAGEM SAO PAULO AVIÃO  01/05,FM,"R$ 260,77",,,,,
05/02/2023,MERCADO LIVRE (CHIP 50W),FM,"R$ 343,92",,,,,
05/02/2023,CARTÃO HAIRTON - AMERICANAS BOMBOM PRA LOJA ,FM,"R$ 34,97",,,,,
05/02/2023,CARTÃO HAIRTON ( AR-CONDICIONADO PASSAT PRETO) 2/5,PESSOAL,"R$ 200,00",,,,,
05/02/2023,CARTÃO HARTON (SUPORTE P/ PAINEL) 1/3,FM,"R$ 48,33",,,,,
05/02/2023,CARTÃO HAIRTON ( PARAFUSO P/ ESTRUTURA GUALPAO),FM,"R$ 186,00",,,,,
05/02/2023,CARTÃO HAIRTON ( CALHA GUALPAO),FM,"R$ 93,80",,,,,
05/02/2023,CRTÃO TABATHA  - REFLETOR RGB 100W C/ MEMORIA 4/5,FM,"R$ 258,70",,,,,
05/02/2023,CARTÃO TABATHA - TELHA LOJA MANAIRA 1/3,FM,"R$ 864,53",,,,,
05/02/2023,IMPOLUZ Nº 713 3/5,FM,"R$ 1.279,40",,,,,
05/02/2023,EMBULED 12325 1/4,ML,"R$ 1.445,17",,,,,
06/02/2023,ENERGIA SR. FERNANDO,PESSOAL,"R$ 206,24",,,,,
06/02/2023,EMPRESTIMO BANCO NORDESTE,FM,,,,,,
06/02/2023,SALARIO FUNCIONARIO,FM/ ML,"R$ 14.200,00",,,,,
06/02/2023,MARAJA ,ML,"R$ 514,30",,,,,
,,,,,,,,
,,,"R$ 27.954,55",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
07/02/2023,TIM,PESSOAL,"R$ 288,19",,,,,
07/02/2023,FGTS,ML,"R$ 396,10",,,,,
07/02/2023,FGTS,FM,"R$ 430,41",,,,,
07/02/2023,BRADESCO D.ROSA,PESSOAL,"R$ 2.000,00",,,,,
07/02/2023,BRONZEARTE 56222 06/06,FM,"R$ 865,85",,,,,
,,,,,,,,
,,,"R$ 3.980,55",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
08/02/2023,EMPRESTIMO BB 32/40,ML,"R$ 2.360,21",,,,,
08/02/2023,CARTÃO ITAU UNICLASS,PESSOAL,"R$ 251,86",,,,,
08/02/2023,PASSAGEM AVIÃO SR FERNANDO E HAIRTON ,PESSOAL,"R$ 115,42",,,,,
08/02/2023,PASSAGEM AVIÃO SR FERNANDO E HAIRTON  01/05,PESSOAL,"R$ 245,80",,,,,
08/02/2023,PASSAGEM AVIÃO 11/12,PESSOAL,"R$ 242,88",,,,,
08/02/2023,CARTÃO TABATHA - EX 01/10,PESSOAL,"R$ 25,00",,,,,
08/02/2023,CARTÃO TABATHA - P/ SR FERNANDO,PESSOAL,"R$ 1.000,00",,,,,
08/02/2023,CARTÃO D. TABATHA ABASTECIMENTO CARRO STRADA,PESSOAL,"R$ 228,27",,,,,
08/02/2023,CARTÃO TABATHA - EX 01/03,PESSOAL,"R$ 76,66",,,,,
08/02/23,CARTÃO D.TABATHA EX 1/3,PESSOAL,"R$ 100,00",,,,,
08/02/23,CARTÃO D. TABATHA (PASSAGEM AVIÃO) 11/12,FM,"R$ 242,88",,,,,
08/02/2023,CARTÃO D.TABATHA ABASTECIMENTO CARRO STRADA,PESSOAL,"R$ 225,29",,,,,
08/02/2023,CARTÃO TABATHA IOB (CAFE / BOLACHA LOJA),FM,"R$ 77,30",,,,,
08/02/2023,DANTAS 464808 4/5,FM,"R$ 792,48",,,,,
08/02/2023,SORTE LUZ 38341 6/6,FM,"R$ 1.049,65",,,,,
08/02/2023,OESTE COMERCIO 1075 5/7,ML,"R$ 707,14",,,,,
08/02/2023,OESTE COMERCIO 1075 5/7,ML,"R$ 1.060,71",,,,,
,,,,,,,,
,,,"R$ 8.801,55",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
08/02/2023,EMPRESTIMO BB 32/40,ML,"R$ 2.360,21",,,,,
08/02/2023,DANTAS 464808 4/5,FM,"R$ 792,48",,,,,
08/02/2023,SORTE LUZ 38341 6/6,FM,"R$ 1.049,65",,,,,
08/02/2023,OESTE COMERCIO 1075 5/7,ML,"R$ 707,14",,,,,
08/02/2023,OESTE COMERCIO 1075 5/7,ML,"R$ 1.060,71",,,,,
,,,,,,,,
,,,"R$ 5.970,19",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
09/02/2023,BARTOLOMEU 189028 4/5,FM,"R$ 1.422,95",,,,,
09/02/2023,MULTHI 30340 1/5,ML,"R$ 475,36",,,,,
09/02/2023,EMBULED 3/5 - 11.59,ML,"R$ 1.207,73",,,,,
09/02/2023,CHEQUE 239,FM,"R$ 1.900,00",,,,,
09/02/2023,SORTE LUZ 38843 5/6,FM,"R$ 1.807,46",,,,,
,,,,,,,,
,,,"R$ 6.813,50",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
10/02/2023,CARTAO VISA GOLD,PESSOAL,"R$ 6.462,52",,,,,
10/02/2023,TOP SAT,PESSOAL,"R$ 50,00",,,,,
10/02/2023,CONDOMINIO SR FERNANDO,PESSOAL,"R$ 1.499,14",,,,,
10/02/2023,PORTO LED 1205 1/3,FM,"R$ 949,34",,,,,
10/02/2023,BRONZEARTE 557432 5/5,FM,"R$ 717,60",,,,,
10/02/2023,VANCOUVER (CANADÁ SEGURANÇA),FM,"R$ 250,00",,,,,
10/02/2023,MANUTENÇÃO SAITE,FM,"R$ 200,00",,,,,
,,,,,,,,
,,,"R$ 10.128,60",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
12/02/2023,ASSESSORIA JURIDICA ,FM / ML,"R$ 1.000,00",,,,,
12/02/2023,ARMARINHO BARTOLOMEU - 185121 2/5,FM,"R$ 1.140,93",,,,,
13/02/2023,MP COMERCIO IMPORTACAO 39396 3/3,FM,"R$ 1.502,39",,,,,
13/02/2023,BANCO NORDESTE  CONTA 761-3,FM,"R$ 1.860,00",,,,,
13/02/2023,EMPRESTIMO SICREDI 15/44,FM,"R$ 3.272,70",,,,,
13/02/2023,COMERCIO ELETRICA 122 4/7,ML,"R$ 565,71",,,,,
13/02/2023,OESTE COMERCIO 122 4/7,ML,"R$ 834,29",,,,,
13/02/2023,MANUTENÇÃO REDE SOCIAL ,FM,"R$ 850,00",,,,,
13/02/2023,CARTÃO TABATHA ,PESSOAL,PRORROGAR,,,,,
13/02/2023,CARTÃO BB D.ROSA,PESSOAL,PRORROGAR,,,,,
,,,,,,,,
,,,"R$ 11.026,02",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
14/02/2023,AGUA MINERAL COM GAS INDAIA,FM,"R$ 393,60",,,,,
14/02/2023,MP COMERCIO 3918 04/6,FM,"R$ 1.378,74",,,,,
14/02/2023,BRONZEART 5634846 6/6,FM,"R$ 607,50",,,,,
14/02/2023,IMPOLUZ 24264 5/8,FM,"R$ 1.581,34",,,,,
14/02/2023,CAGEPA ,ML,"R$ 156,88",,,,,
14/02/2023,IMPOLUZ 24374 5/8,FM,"R$ 1.006,29",,,,,
13/02/2023,CARTÃO TABATHA ,PESSOAL,"R$ 2.198,92",,,,,
13/02/2023,CARTÃO BB D.ROSA,PESSOAL,"R$ 3.000,00",,,,,
,,,,,,,,
,,,,,,,,
,,,"R$ 10.323,27",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
15/02/2023,MEGA LUX 2416 1/9,ML,"R$ 2.178,04",,,,,
15/02/2023,PAPELARIA ,FM,"R$ 156,10",,,,,
15/02/2023,RG LED 269 CHEQUE,PESSOAL ,PAGO,,,,,
15/02/2023,BANCO DO NORDESTE 26/57,FM,"R$ 1.500,00",,,,,
15/02/2023,SEGURO STRAD 6/5,FM,"R$ 412,58",,,,,
15/02/2023,SORTE LUZ 39843 1/9,FM,"R$ 1.251,27",,,,,
15/02/2023,GONDIM - LIMPEZA DE SERVIÇO,FM,"R$ 70,00",,,,,
15/02/2023,VIVO ,FM,"R$ 255,58",,,,,
15/02/2023,ITAU D.ROSA,PESSOAL ,PAGO,,,,,
15/02/2023,CONDOMINIO PRYSCILA,PESSOAL ,"R$ 1.103,44",,,,,
,,,,,,,,
,,,,,,,,
,,,"R$ 6.927,01",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
16/02/2023,ENERGIA TORRE,ML,"R$ 540,93",,,,,
16/02/2023,IMPOLUZ 24155 6/7,FM,"R$ 1.971,52",,,,,
16/02/2023,PORTO LED 1130 3/3,FM,"R$ 572,30",,,,,
16/02/2023,JOANA,FM,"R$ 4.075,00",,,,,
,,,,,,,,
,,,,,,,,
,,,"R$ 7.159,75",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
